"Index","rank1","rank2","rank3","rank4"
"VI307","AMBER RASMUSSEN","MARDI SIFUENTES","NEF PACHECO","skipped"
"VI308","KRISTAL C. PRICE","MARDI SIFUENTES","skipped","skipped"
"VI309","MARDI SIFUENTES","KRISTAL C. PRICE","NEF PACHECO","AMBER RASMUSSEN"
"VI310","KRISTAL C. PRICE","AMBER RASMUSSEN","NEF PACHECO","MARDI SIFUENTES"
"VI311","MARDI SIFUENTES","KRISTAL C. PRICE","AMBER RASMUSSEN","skipped"
"VI312","KRISTAL C. PRICE","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO"
"VI313","AMBER RASMUSSEN","NEF PACHECO","skipped","skipped"
"VI314","MARDI SIFUENTES","KRISTAL C. PRICE","AMBER RASMUSSEN","skipped"
"VI315","AMBER RASMUSSEN","NEF PACHECO","MARDI SIFUENTES","uwi"
"VI316","AMBER RASMUSSEN","MARDI SIFUENTES","NEF PACHECO","uwi"
"VI317","MARDI SIFUENTES","AMBER RASMUSSEN","KRISTAL C. PRICE","NEF PACHECO"
"VI318","MARDI SIFUENTES","AMBER RASMUSSEN","KRISTAL C. PRICE","NEF PACHECO"
"VI319","MARDI SIFUENTES","NEF PACHECO","AMBER RASMUSSEN","skipped"
"VI320","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO","skipped"
"VI321","AMBER RASMUSSEN","MARDI SIFUENTES","NEF PACHECO","uwi"
"VI322","AMBER RASMUSSEN","KRISTAL C. PRICE","skipped","skipped"
"VI323","MARDI SIFUENTES","KRISTAL C. PRICE","NEF PACHECO","skipped"
"VI324","MARDI SIFUENTES","KRISTAL C. PRICE","AMBER RASMUSSEN","NEF PACHECO"
"VI325","AMBER RASMUSSEN","MARDI SIFUENTES","NEF PACHECO","skipped"
"VI326","MARDI SIFUENTES","KRISTAL C. PRICE","NEF PACHECO","AMBER RASMUSSEN"
"VI327","MARDI SIFUENTES","KRISTAL C. PRICE","skipped","skipped"
"VI328","AMBER RASMUSSEN","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO"
"VI329","MARDI SIFUENTES","KRISTAL C. PRICE","NEF PACHECO","AMBER RASMUSSEN"
"VI330","AMBER RASMUSSEN","MARDI SIFUENTES","NEF PACHECO","uwi"
"VI331","AMBER RASMUSSEN","MARDI SIFUENTES","NEF PACHECO","uwi"
"VI332","NEF PACHECO","MARDI SIFUENTES","uwi","AMBER RASMUSSEN"
"VI333","AMBER RASMUSSEN","MARDI SIFUENTES","NEF PACHECO","uwi"
"VI334","KRISTAL C. PRICE","MARDI SIFUENTES","NEF PACHECO","AMBER RASMUSSEN"
"VI335","KRISTAL C. PRICE","MARDI SIFUENTES","NEF PACHECO","AMBER RASMUSSEN"
"VI336","AMBER RASMUSSEN","MARDI SIFUENTES","KRISTAL C. PRICE","NEF PACHECO"
"VI337","KRISTAL C. PRICE","MARDI SIFUENTES","NEF PACHECO","AMBER RASMUSSEN"
"VI338","AMBER RASMUSSEN","MARDI SIFUENTES","KRISTAL C. PRICE","NEF PACHECO"
"VI339","MARDI SIFUENTES","NEF PACHECO","AMBER RASMUSSEN","uwi"
"VI340","AMBER RASMUSSEN","MARDI SIFUENTES","KRISTAL C. PRICE","NEF PACHECO"
"VI341","AMBER RASMUSSEN","MARDI SIFUENTES","NEF PACHECO","uwi"
"VI342","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO","skipped"
"VI343","MARDI SIFUENTES","skipped","skipped","skipped"
"VI344","AMBER RASMUSSEN","MARDI SIFUENTES","KRISTAL C. PRICE","NEF PACHECO"
"VI345","AMBER RASMUSSEN","MARDI SIFUENTES","NEF PACHECO","skipped"
"VI346","MARDI SIFUENTES","KRISTAL C. PRICE","AMBER RASMUSSEN","NEF PACHECO"
"VI347","AMBER RASMUSSEN","KRISTAL C. PRICE","skipped","skipped"
"VI348","MARDI SIFUENTES","NEF PACHECO","AMBER RASMUSSEN","KRISTAL C. PRICE"
"VI349","NEF PACHECO","MARDI SIFUENTES","AMBER RASMUSSEN","skipped"
"VI350","MARDI SIFUENTES","AMBER RASMUSSEN","skipped","skipped"
"VI351","AMBER RASMUSSEN","MARDI SIFUENTES","skipped","skipped"
"VI352","KRISTAL C. PRICE","MARDI SIFUENTES","skipped","skipped"
"VI353","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO","uwi"
"VI354","MARDI SIFUENTES","AMBER RASMUSSEN","KRISTAL C. PRICE","NEF PACHECO"
"VI355","AMBER RASMUSSEN","MARDI SIFUENTES","NEF PACHECO","uwi"
"VI356","MARDI SIFUENTES","KRISTAL C. PRICE","skipped","skipped"
"VI357","AMBER RASMUSSEN","MARDI SIFUENTES","NEF PACHECO","skipped"
"VI358","MARDI SIFUENTES","KRISTAL C. PRICE","NEF PACHECO","AMBER RASMUSSEN"
"VI359","AMBER RASMUSSEN","MARDI SIFUENTES","NEF PACHECO","skipped"
"VI360","MARDI SIFUENTES","NEF PACHECO","AMBER RASMUSSEN","skipped"
"VI361","MARDI SIFUENTES","NEF PACHECO","AMBER RASMUSSEN","KRISTAL C. PRICE"
"VI362","AMBER RASMUSSEN","MARDI SIFUENTES","NEF PACHECO","skipped"
"VI363","AMBER RASMUSSEN","MARDI SIFUENTES","NEF PACHECO","uwi"
"VI364","KRISTAL C. PRICE","MARDI SIFUENTES","NEF PACHECO","AMBER RASMUSSEN"
"VI365","MARDI SIFUENTES","KRISTAL C. PRICE","AMBER RASMUSSEN","NEF PACHECO"
"VI366","MARDI SIFUENTES","KRISTAL C. PRICE","NEF PACHECO","AMBER RASMUSSEN"
"VI367","KRISTAL C. PRICE","MARDI SIFUENTES","NEF PACHECO","AMBER RASMUSSEN"
"VI368","NEF PACHECO","AMBER RASMUSSEN","skipped","skipped"
"VI369","overvote","overvote","overvote","overvote"
"VI370","AMBER RASMUSSEN","NEF PACHECO","MARDI SIFUENTES","KRISTAL C. PRICE"
"VI371","AMBER RASMUSSEN","MARDI SIFUENTES","NEF PACHECO","skipped"
"VI372","AMBER RASMUSSEN","MARDI SIFUENTES","NEF PACHECO","skipped"
"VI373","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO","uwi"
"VI374","AMBER RASMUSSEN","NEF PACHECO","MARDI SIFUENTES","skipped"
"VI375","AMBER RASMUSSEN","uwi","MARDI SIFUENTES","NEF PACHECO"
"VI376","MARDI SIFUENTES","NEF PACHECO","AMBER RASMUSSEN","skipped"
"VI377","MARDI SIFUENTES","AMBER RASMUSSEN","KRISTAL C. PRICE","NEF PACHECO"
"VI378","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO","skipped"
"VI379","MARDI SIFUENTES","NEF PACHECO","AMBER RASMUSSEN","skipped"
"VI380","KRISTAL C. PRICE","MARDI SIFUENTES","NEF PACHECO","AMBER RASMUSSEN"
"VI381","MARDI SIFUENTES","NEF PACHECO","KRISTAL C. PRICE","AMBER RASMUSSEN"
"VI382","AMBER RASMUSSEN","NEF PACHECO","MARDI SIFUENTES","KRISTAL C. PRICE"
"VI383","MARDI SIFUENTES","KRISTAL C. PRICE","AMBER RASMUSSEN","NEF PACHECO"
"VI384","MARDI SIFUENTES","NEF PACHECO","AMBER RASMUSSEN","skipped"
"VI385","NEF PACHECO","AMBER RASMUSSEN","MARDI SIFUENTES","skipped"
"VI386","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO","skipped"
"VI387","MARDI SIFUENTES","AMBER RASMUSSEN","KRISTAL C. PRICE","NEF PACHECO"
"VI388","KRISTAL C. PRICE","MARDI SIFUENTES","skipped","skipped"
"VI389","KRISTAL C. PRICE","MARDI SIFUENTES","skipped","skipped"
"VI390","AMBER RASMUSSEN","skipped","skipped","skipped"
"VI391","AMBER RASMUSSEN","MARDI SIFUENTES","NEF PACHECO","skipped"
"VI392","NEF PACHECO","MARDI SIFUENTES","KRISTAL C. PRICE","skipped"
"VI393","AMBER RASMUSSEN","NEF PACHECO","MARDI SIFUENTES","skipped"
"VI394","MARDI SIFUENTES","KRISTAL C. PRICE","NEF PACHECO","AMBER RASMUSSEN"
"VI395","KRISTAL C. PRICE","skipped","skipped","skipped"
"VI396","NEF PACHECO","MARDI SIFUENTES","AMBER RASMUSSEN","KRISTAL C. PRICE"
"VI397","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO","KRISTAL C. PRICE"
"VI398","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO","skipped"
"VI399","MARDI SIFUENTES","KRISTAL C. PRICE","NEF PACHECO","AMBER RASMUSSEN"
"VI400","skipped","skipped","skipped","skipped"
"VI401","MARDI SIFUENTES","AMBER RASMUSSEN","KRISTAL C. PRICE","skipped"
"VI402","AMBER RASMUSSEN","MARDI SIFUENTES","KRISTAL C. PRICE","NEF PACHECO"
"VI403","MARDI SIFUENTES","AMBER RASMUSSEN","KRISTAL C. PRICE","skipped"
"VI404","MARDI SIFUENTES","KRISTAL C. PRICE","skipped","skipped"
"VI405","MARDI SIFUENTES","NEF PACHECO","AMBER RASMUSSEN","skipped"
"VI406","NEF PACHECO","AMBER RASMUSSEN","MARDI SIFUENTES","skipped"
"VI407","MARDI SIFUENTES","NEF PACHECO","AMBER RASMUSSEN","uwi"
"VI408","KRISTAL C. PRICE","MARDI SIFUENTES","skipped","skipped"
"VI409","AMBER RASMUSSEN","MARDI SIFUENTES","NEF PACHECO","skipped"
"VI410","MARDI SIFUENTES","KRISTAL C. PRICE","NEF PACHECO","AMBER RASMUSSEN"
"VI411","MARDI SIFUENTES","AMBER RASMUSSEN","skipped","skipped"
"VI412","MARDI SIFUENTES","AMBER RASMUSSEN","skipped","skipped"
"VI413","AMBER RASMUSSEN","MARDI SIFUENTES","NEF PACHECO","skipped"
"VI414","MARDI SIFUENTES","AMBER RASMUSSEN","KRISTAL C. PRICE","skipped"
"VI415","AMBER RASMUSSEN","KRISTAL C. PRICE","NEF PACHECO","MARDI SIFUENTES"
"VI416","MARDI SIFUENTES","NEF PACHECO","skipped","skipped"
"VI417","NEF PACHECO","MARDI SIFUENTES","KRISTAL C. PRICE","AMBER RASMUSSEN"
"VI418","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO","skipped"
"VI419","AMBER RASMUSSEN","MARDI SIFUENTES","NEF PACHECO","skipped"
"VI420","MARDI SIFUENTES","NEF PACHECO","uwi","AMBER RASMUSSEN"
"VI421","MARDI SIFUENTES","KRISTAL C. PRICE","NEF PACHECO","AMBER RASMUSSEN"
"VI422","MARDI SIFUENTES","KRISTAL C. PRICE","AMBER RASMUSSEN","NEF PACHECO"
"VI423","KRISTAL C. PRICE","MARDI SIFUENTES","NEF PACHECO","AMBER RASMUSSEN"
"VI424","MARDI SIFUENTES","NEF PACHECO","uwi","AMBER RASMUSSEN"
"VI425","MARDI SIFUENTES","KRISTAL C. PRICE","AMBER RASMUSSEN","NEF PACHECO"
"VI426","MARDI SIFUENTES","KRISTAL C. PRICE","NEF PACHECO","AMBER RASMUSSEN"
"VI427","KRISTAL C. PRICE","skipped","skipped","skipped"
"VI428","KRISTAL C. PRICE","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO"
"VI429","MARDI SIFUENTES","KRISTAL C. PRICE","NEF PACHECO","AMBER RASMUSSEN"
"VI430","uwi","MARDI SIFUENTES","skipped","skipped"
"VI431","MARDI SIFUENTES","KRISTAL C. PRICE","NEF PACHECO","AMBER RASMUSSEN"
"VI432","MARDI SIFUENTES","KRISTAL C. PRICE","NEF PACHECO","skipped"
"VI433","MARDI SIFUENTES","skipped","skipped","skipped"
"VI434","MARDI SIFUENTES","KRISTAL C. PRICE","NEF PACHECO","skipped"
"VI435","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO","skipped"
"VI436","AMBER RASMUSSEN","MARDI SIFUENTES","uwi","NEF PACHECO"
"VI437","KRISTAL C. PRICE","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO"
"VI438","AMBER RASMUSSEN","MARDI SIFUENTES","NEF PACHECO","skipped"
"VI439","MARDI SIFUENTES","KRISTAL C. PRICE","AMBER RASMUSSEN","NEF PACHECO"
"VI440","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO","uwi"
"VI441","MARDI SIFUENTES","NEF PACHECO","skipped","skipped"
"VI442","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO","skipped"
"VI443","MARDI SIFUENTES","AMBER RASMUSSEN","uwi","NEF PACHECO"
"VI444","MARDI SIFUENTES","KRISTAL C. PRICE","NEF PACHECO","AMBER RASMUSSEN"
"VI445","MARDI SIFUENTES","KRISTAL C. PRICE","skipped","skipped"
"VI446","MARDI SIFUENTES","KRISTAL C. PRICE","AMBER RASMUSSEN","NEF PACHECO"
"VI447","MARDI SIFUENTES","NEF PACHECO","KRISTAL C. PRICE","AMBER RASMUSSEN"
"VI448","MARDI SIFUENTES","NEF PACHECO","AMBER RASMUSSEN","skipped"
"VI449","AMBER RASMUSSEN","NEF PACHECO","MARDI SIFUENTES","uwi"
"VI450","MARDI SIFUENTES","KRISTAL C. PRICE","AMBER RASMUSSEN","NEF PACHECO"
"VI451","NEF PACHECO","MARDI SIFUENTES","AMBER RASMUSSEN","skipped"
"VI452","MARDI SIFUENTES","KRISTAL C. PRICE","AMBER RASMUSSEN","skipped"
"VI453","KRISTAL C. PRICE","AMBER RASMUSSEN","MARDI SIFUENTES","NEF PACHECO"
"VI454","MARDI SIFUENTES","KRISTAL C. PRICE","skipped","skipped"
"VI455","NEF PACHECO","MARDI SIFUENTES","AMBER RASMUSSEN","skipped"
"VI456","AMBER RASMUSSEN","MARDI SIFUENTES","NEF PACHECO","skipped"
"VI457","MARDI SIFUENTES","KRISTAL C. PRICE","skipped","skipped"
"VI458","AMBER RASMUSSEN","MARDI SIFUENTES","KRISTAL C. PRICE","NEF PACHECO"
"VI459","MARDI SIFUENTES","AMBER RASMUSSEN","KRISTAL C. PRICE","NEF PACHECO"
"VI460","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO","KRISTAL C. PRICE"
"VI461","MARDI SIFUENTES","NEF PACHECO","AMBER RASMUSSEN","skipped"
"VI462","MARDI SIFUENTES","NEF PACHECO","AMBER RASMUSSEN","KRISTAL C. PRICE"
"VI463","KRISTAL C. PRICE","AMBER RASMUSSEN","MARDI SIFUENTES","NEF PACHECO"
"VI464","AMBER RASMUSSEN","MARDI SIFUENTES","NEF PACHECO","skipped"
"VI465","MARDI SIFUENTES","KRISTAL C. PRICE","AMBER RASMUSSEN","skipped"
"VI466","MARDI SIFUENTES","AMBER RASMUSSEN","KRISTAL C. PRICE","NEF PACHECO"
"VI467","AMBER RASMUSSEN","MARDI SIFUENTES","NEF PACHECO","skipped"
"VI468","AMBER RASMUSSEN","MARDI SIFUENTES","NEF PACHECO","skipped"
"VI469","NEF PACHECO","AMBER RASMUSSEN","MARDI SIFUENTES","skipped"
"VI470","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO","skipped"
"VI471","MARDI SIFUENTES","KRISTAL C. PRICE","skipped","skipped"
"VI472","AMBER RASMUSSEN","MARDI SIFUENTES","NEF PACHECO","KRISTAL C. PRICE"
"VI473","MARDI SIFUENTES","KRISTAL C. PRICE","skipped","skipped"
"VI474","MARDI SIFUENTES","KRISTAL C. PRICE","skipped","skipped"
"VI475","KRISTAL C. PRICE","AMBER RASMUSSEN","NEF PACHECO","MARDI SIFUENTES"
"VI476","skipped","skipped","skipped","skipped"
"VI477","KRISTAL C. PRICE","AMBER RASMUSSEN","NEF PACHECO","skipped"
"VI478","MARDI SIFUENTES","KRISTAL C. PRICE","NEF PACHECO","AMBER RASMUSSEN"
"VI479","AMBER RASMUSSEN","NEF PACHECO","MARDI SIFUENTES","uwi"
"VI480","MARDI SIFUENTES","NEF PACHECO","KRISTAL C. PRICE","AMBER RASMUSSEN"
"VI481","AMBER RASMUSSEN","KRISTAL C. PRICE","NEF PACHECO","MARDI SIFUENTES"
"VI482","AMBER RASMUSSEN","NEF PACHECO","MARDI SIFUENTES","skipped"
"VI483","MARDI SIFUENTES","KRISTAL C. PRICE","NEF PACHECO","AMBER RASMUSSEN"
"VI484","MARDI SIFUENTES","NEF PACHECO","AMBER RASMUSSEN","skipped"
"VI485","KRISTAL C. PRICE","NEF PACHECO","AMBER RASMUSSEN","MARDI SIFUENTES"
"VI486","KRISTAL C. PRICE","MARDI SIFUENTES","NEF PACHECO","AMBER RASMUSSEN"
"VI487","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO","KRISTAL C. PRICE"
"VI488","KRISTAL C. PRICE","MARDI SIFUENTES","NEF PACHECO","AMBER RASMUSSEN"
"VI489","NEF PACHECO","MARDI SIFUENTES","AMBER RASMUSSEN","skipped"
"VI490","AMBER RASMUSSEN","MARDI SIFUENTES","NEF PACHECO","skipped"
"VI491","AMBER RASMUSSEN","MARDI SIFUENTES","KRISTAL C. PRICE","NEF PACHECO"
"VI492","KRISTAL C. PRICE","MARDI SIFUENTES","NEF PACHECO","AMBER RASMUSSEN"
"VI493","AMBER RASMUSSEN","MARDI SIFUENTES","NEF PACHECO","uwi"
"VI494","KRISTAL C. PRICE","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO"
"VI495","MARDI SIFUENTES","KRISTAL C. PRICE","AMBER RASMUSSEN","NEF PACHECO"
"VI496","MARDI SIFUENTES","AMBER RASMUSSEN","skipped","skipped"
"VI497","MARDI SIFUENTES","KRISTAL C. PRICE","AMBER RASMUSSEN","NEF PACHECO"
"VI498","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO","skipped"
"VI499","MARDI SIFUENTES","skipped","skipped","skipped"
"VI500","MARDI SIFUENTES","skipped","skipped","skipped"
"VI501","uwi","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO"
"VI502","MARDI SIFUENTES","AMBER RASMUSSEN","KRISTAL C. PRICE","NEF PACHECO"
"VI503","NEF PACHECO","AMBER RASMUSSEN","MARDI SIFUENTES","skipped"
"VI504","KRISTAL C. PRICE","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO"
"VI505","MARDI SIFUENTES","NEF PACHECO","AMBER RASMUSSEN","uwi"
"VI506","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO","skipped"
"VI507","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO","uwi"
"VI508","AMBER RASMUSSEN","MARDI SIFUENTES","NEF PACHECO","uwi"
"VI509","AMBER RASMUSSEN","NEF PACHECO","MARDI SIFUENTES","skipped"
"VI510","AMBER RASMUSSEN","KRISTAL C. PRICE","MARDI SIFUENTES","NEF PACHECO"
"VI511","MARDI SIFUENTES","KRISTAL C. PRICE","NEF PACHECO","AMBER RASMUSSEN"
"VI512","KRISTAL C. PRICE","NEF PACHECO","MARDI SIFUENTES","skipped"
"VI513","NEF PACHECO","AMBER RASMUSSEN","MARDI SIFUENTES","skipped"
"VI514","AMBER RASMUSSEN","NEF PACHECO","MARDI SIFUENTES","skipped"
"VI515","AMBER RASMUSSEN","KRISTAL C. PRICE","NEF PACHECO","skipped"
"VI516","MARDI SIFUENTES","NEF PACHECO","AMBER RASMUSSEN","KRISTAL C. PRICE"
"VI517","AMBER RASMUSSEN","KRISTAL C. PRICE","NEF PACHECO","skipped"
"VI518","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO","uwi"
"VI519","MARDI SIFUENTES","AMBER RASMUSSEN","KRISTAL C. PRICE","NEF PACHECO"
"VI520","NEF PACHECO","AMBER RASMUSSEN","MARDI SIFUENTES","skipped"
"VI521","MARDI SIFUENTES","KRISTAL C. PRICE","skipped","skipped"
"VI522","AMBER RASMUSSEN","MARDI SIFUENTES","skipped","skipped"
"VI523","AMBER RASMUSSEN","MARDI SIFUENTES","skipped","skipped"
"VI524","MARDI SIFUENTES","NEF PACHECO","KRISTAL C. PRICE","AMBER RASMUSSEN"
"VI525","AMBER RASMUSSEN","NEF PACHECO","MARDI SIFUENTES","skipped"
"VI526","AMBER RASMUSSEN","MARDI SIFUENTES","NEF PACHECO","skipped"
"VI527","AMBER RASMUSSEN","MARDI SIFUENTES","NEF PACHECO","uwi"
"VI528","NEF PACHECO","MARDI SIFUENTES","AMBER RASMUSSEN","KRISTAL C. PRICE"
"VI529","MARDI SIFUENTES","AMBER RASMUSSEN","skipped","NEF PACHECO"
"VI530","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO","skipped"
"VI531","AMBER RASMUSSEN","NEF PACHECO","MARDI SIFUENTES","skipped"
"VI532","MARDI SIFUENTES","KRISTAL C. PRICE","AMBER RASMUSSEN","NEF PACHECO"
"VI533","MARDI SIFUENTES","KRISTAL C. PRICE","AMBER RASMUSSEN","NEF PACHECO"
"VI534","MARDI SIFUENTES","NEF PACHECO","KRISTAL C. PRICE","AMBER RASMUSSEN"
"VI535","NEF PACHECO","MARDI SIFUENTES","AMBER RASMUSSEN","uwi"
"VI536","KRISTAL C. PRICE","MARDI SIFUENTES","NEF PACHECO","AMBER RASMUSSEN"
"VI537","MARDI SIFUENTES","NEF PACHECO","KRISTAL C. PRICE","AMBER RASMUSSEN"
"VI538","KRISTAL C. PRICE","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO"
"VI539","NEF PACHECO","MARDI SIFUENTES","AMBER RASMUSSEN","skipped"
"VI540","MARDI SIFUENTES","AMBER RASMUSSEN","skipped","NEF PACHECO"
"VI541","MARDI SIFUENTES","NEF PACHECO","AMBER RASMUSSEN","uwi"
"VI542","KRISTAL C. PRICE","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO"
"VI543","AMBER RASMUSSEN","MARDI SIFUENTES","NEF PACHECO","skipped"
"VI544","MARDI SIFUENTES","NEF PACHECO","AMBER RASMUSSEN","skipped"
"VI545","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO","skipped"
"VI546","KRISTAL C. PRICE","MARDI SIFUENTES","NEF PACHECO","AMBER RASMUSSEN"
"VI547","MARDI SIFUENTES","KRISTAL C. PRICE","AMBER RASMUSSEN","NEF PACHECO"
"VI548","AMBER RASMUSSEN","MARDI SIFUENTES","NEF PACHECO","uwi"
"VI549","KRISTAL C. PRICE","MARDI SIFUENTES","NEF PACHECO","AMBER RASMUSSEN"
"VI550","MARDI SIFUENTES","skipped","skipped","skipped"
"VI551","MARDI SIFUENTES","NEF PACHECO","AMBER RASMUSSEN","skipped"
"VI552","MARDI SIFUENTES","skipped","skipped","skipped"
"VI553","NEF PACHECO","KRISTAL C. PRICE","MARDI SIFUENTES","AMBER RASMUSSEN"
"VI554","MARDI SIFUENTES","NEF PACHECO","uwi","AMBER RASMUSSEN"
"VI555","MARDI SIFUENTES","AMBER RASMUSSEN","KRISTAL C. PRICE","NEF PACHECO"
"VI556","KRISTAL C. PRICE","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO"
"VI557","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO","skipped"
"VI558","KRISTAL C. PRICE","AMBER RASMUSSEN","MARDI SIFUENTES","NEF PACHECO"
"VI559","KRISTAL C. PRICE","MARDI SIFUENTES","skipped","skipped"
"VI560","KRISTAL C. PRICE","NEF PACHECO","MARDI SIFUENTES","AMBER RASMUSSEN"
"VI561","KRISTAL C. PRICE","MARDI SIFUENTES","NEF PACHECO","AMBER RASMUSSEN"
"VI562","KRISTAL C. PRICE","MARDI SIFUENTES","NEF PACHECO","AMBER RASMUSSEN"
"VI563","KRISTAL C. PRICE","MARDI SIFUENTES","NEF PACHECO","AMBER RASMUSSEN"
"VI564","AMBER RASMUSSEN","MARDI SIFUENTES","NEF PACHECO","uwi"
"VI565","KRISTAL C. PRICE","MARDI SIFUENTES","NEF PACHECO","AMBER RASMUSSEN"
"VI566","MARDI SIFUENTES","skipped","skipped","skipped"
"VI567","MARDI SIFUENTES","KRISTAL C. PRICE","AMBER RASMUSSEN","NEF PACHECO"
"VI568","MARDI SIFUENTES","KRISTAL C. PRICE","NEF PACHECO","AMBER RASMUSSEN"
"VI569","MARDI SIFUENTES","NEF PACHECO","AMBER RASMUSSEN","skipped"
"VI570","AMBER RASMUSSEN","MARDI SIFUENTES","NEF PACHECO","skipped"
"VI571","MARDI SIFUENTES","KRISTAL C. PRICE","AMBER RASMUSSEN","NEF PACHECO"
"VI572","MARDI SIFUENTES","KRISTAL C. PRICE","NEF PACHECO","AMBER RASMUSSEN"
"VI573","AMBER RASMUSSEN","KRISTAL C. PRICE","skipped","skipped"
"VI574","KRISTAL C. PRICE","MARDI SIFUENTES","NEF PACHECO","AMBER RASMUSSEN"
"VI575","NEF PACHECO","AMBER RASMUSSEN","MARDI SIFUENTES","skipped"
"VI576","KRISTAL C. PRICE","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO"
"VI577","AMBER RASMUSSEN","NEF PACHECO","MARDI SIFUENTES","uwi"
"VI578","MARDI SIFUENTES","KRISTAL C. PRICE","NEF PACHECO","skipped"
"VI579","AMBER RASMUSSEN","MARDI SIFUENTES","NEF PACHECO","skipped"
"VI580","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO","skipped"
"VI581","AMBER RASMUSSEN","MARDI SIFUENTES","skipped","skipped"
"VI582","MARDI SIFUENTES","KRISTAL C. PRICE","skipped","skipped"
"VI583","MARDI SIFUENTES","KRISTAL C. PRICE","AMBER RASMUSSEN","NEF PACHECO"
"VI584","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO","skipped"
"VI585","MARDI SIFUENTES","KRISTAL C. PRICE","AMBER RASMUSSEN","NEF PACHECO"
"VI586","MARDI SIFUENTES","NEF PACHECO","AMBER RASMUSSEN","skipped"
"VI587","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO","skipped"
"VI588","MARDI SIFUENTES","uwi","NEF PACHECO","AMBER RASMUSSEN"
"VI589","MARDI SIFUENTES","AMBER RASMUSSEN","KRISTAL C. PRICE","NEF PACHECO"
"VI590","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO","uwi"
"VI591","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO","KRISTAL C. PRICE"
"VI592","MARDI SIFUENTES","NEF PACHECO","AMBER RASMUSSEN","uwi"
"VI593","KRISTAL C. PRICE","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO"
"VI594","NEF PACHECO","MARDI SIFUENTES","AMBER RASMUSSEN","skipped"
"VI595","MARDI SIFUENTES","KRISTAL C. PRICE","skipped","skipped"
"VI596","MARDI SIFUENTES","KRISTAL C. PRICE","NEF PACHECO","AMBER RASMUSSEN"
"VI597","MARDI SIFUENTES","KRISTAL C. PRICE","AMBER RASMUSSEN","NEF PACHECO"
"VI598","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO","skipped"
"VI599","KRISTAL C. PRICE","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO"
"VI600","MARDI SIFUENTES","KRISTAL C. PRICE","NEF PACHECO","AMBER RASMUSSEN"
"VI601","KRISTAL C. PRICE","MARDI SIFUENTES","skipped","skipped"
"VI602","MARDI SIFUENTES","NEF PACHECO","AMBER RASMUSSEN","skipped"
"VI603","NEF PACHECO","AMBER RASMUSSEN","MARDI SIFUENTES","KRISTAL C. PRICE"
"VI604","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO","skipped"
"VI605","KRISTAL C. PRICE","MARDI SIFUENTES","NEF PACHECO","AMBER RASMUSSEN"
"VI606","AMBER RASMUSSEN","MARDI SIFUENTES","NEF PACHECO","skipped"
"VI607","MARDI SIFUENTES","NEF PACHECO","KRISTAL C. PRICE","AMBER RASMUSSEN"
